y,Spot-only,PM-only,Combined
0,0.4807327314758788,0.9924322918500859,0.9986611766712203
1,0.9246810582797906,0.9964259966139274,0.9998542986395462
0,0.5573175337162072,0.9836680213782966,0.9974630224376353
0,0.22854943188557925,0.9870680748322456,0.9934532188540071
1,0.9028364323373514,0.7782814663225467,0.8876512450440333
1,0.3093761308886619,0.3663817881347735,0.2856452044393537
0,0.42463714679159814,0.6769258443258735,0.3189384634597622
1,0.9974613023871873,0.941798474536573,0.9941517860835747
1,0.8657890174953929,0.6779013442898342,0.9013102898262393
1,0.9862914796955088,0.7117367316642894,0.9647373881690026
1,0.5356177279163464,0.858713047076943,0.38955052096498644
1,0.927037308746786,0.7667658253709391,0.8268853693739701
1,0.848854892273623,0.46806889073359714,0.8091715445968659
1,0.9053956842970619,0.2839437767433565,0.8509407711186889
0,0.16569265213074852,0.6654829070752186,0.10224566593394674
0,0.036516579010743594,0.30303598251474123,0.03917462827568699
1,0.8809417054360039,0.45281805204482733,0.853600001322967
0,0.7336518996825098,0.7357791563019952,0.624189975406103
0,0.6293784116429336,0.6716698618292549,0.6582398054331072
0,0.9887664849836435,0.781287832874311,0.9841067948612722
0,0.3504830987296841,0.3400307366712285,0.18465249125195116
0,0.06925641443583619,0.302861702494726,0.12849641719449156
1,0.9788108680197992,0.8517352995215353,0.9521301131009664
1,0.8038141020829723,0.5051750691288553,0.744755005306878
1,0.44620524041416865,0.5306292692504311,0.45941896264851906
0,0.4856413669025484,0.6095314302110953,0.5955685220367564
0,0.402299251361155,0.45782409048615264,0.3215385583241751
0,0.22310391853319497,0.4824163320862302,0.18189765669882657
1,0.797369235326926,0.6908108403080968,0.7413145469473875
0,0.24454801125423636,0.36367058996510965,0.3613416923726613
1,0.7628837618572867,0.8252591435565751,0.7129597793718554
0,0.23179702458098783,0.1635480475256792,0.1177382862734897
1,0.43867721721897696,0.47745080098710513,0.3464732394103831
0,0.18574665802009555,0.692096582274621,0.19075656406114813
1,0.6713567521238063,0.8470995816715222,0.6926144791920383
1,0.6273635424467664,0.7936268358821271,0.6766026910646433
1,0.5654187156666236,0.6061438219603762,0.5897522655343587
0,0.7418337617347537,0.6429824280087877,0.7246172271705431
0,0.5049981159780943,0.48235672775010713,0.4404181107918659
1,0.7597219783978498,0.7679167045373523,0.7806772608518957
1,0.7887305325141676,0.7463845317765041,0.8005623346443688
0,0.4449367214630088,0.5827138952601311,0.4908518297113757
0,0.701769996509173,0.7180655277611652,0.7821965746950154
0,0.6819702591416688,0.7521247813160311,0.6107959161535744
0,0.10103425365610631,0.1336446600819079,0.0899025258843618
0,0.31741143159041274,0.3134091219523,0.39254684115207134
1,0.5845609193974697,0.25310121911335404,0.3793997371330513
1,0.6203849957456328,0.45482899211497246,0.3707513304020404
0,0.5463987671353056,0.29825849574168534,0.33299865082494046
1,0.7746577803601118,0.7840672115411981,0.7432118970934127
1,0.5497939556952524,0.33337835948732686,0.2969370779286721
1,0.49332154156088914,0.6246660190830545,0.3379378460101369
0,0.14389876787373526,0.09772641181196808,0.0359627627866731
1,0.6345808199563399,0.49750925547791386,0.5616205534510864
0,0.6068015901511067,0.5858068841722679,0.6488373826212256
